,waldStat,df,pvalue,meanLogFC,FDR
SLFN13,9.65929260650966,4,0.0465750647097782,1.18393379241339,0.517517699432774
PKD1,9.65737058140264,4,0.0466121602012043,4.8313551417344,0.517517699432774
DHFR,9.65727079414386,4,0.0466140868884034,0.891916740187733,0.517517699432774
GGT7,9.6551199098955,4,0.0466556345824183,0.620986799282937,0.517741587397817
AKNAD1,9.65412811704429,4,0.0466748045502163,1.46533169532802,0.517741587397817
PAICS,9.64100613644509,4,0.0469291447930166,0.284577056663546,0.520336826873503
AHSA1,9.63971949127659,4,0.0469541548106881,0.866365460012997,0.520388169744323
GAPDHP71,9.63748865572251,4,0.04699754838649,0.739841679617369,0.52064312279784
LANCL2,9.62667553245991,4,0.047208426542697,2.12963464085033,0.522752459569717
CASC4,9.61601065001293,4,0.0474173003472045,1.52810075247775,0.524715863852662
ZNF358,9.61552492963303,4,0.0474268342969236,1.1893860980978,0.524715863852662
SEC31A,9.6090231300016,4,0.0475546314150243,0.285431779357009,0.525901911296078
ATP5PFP1,9.60297076484968,4,0.0476738906277264,0.514835033523,0.526855536604206
XRCC6,9.60255324277097,4,0.0476821282589512,0.855235870886547,0.526855536604206
FAM49A,9.5965423939601,4,0.0478008721734161,3.83229463209487,0.52793913103295
TAPBP,9.59501901498331,4,0.0478310113221871,0.159724715959965,0.528043611808063
LARS2,9.59387241232947,4,0.0478537081639312,14.1324117871266,0.528065876389794
NDUFS5,9.59186892587913,4,0.0478933916320071,0.446801079982678,0.52811148634315
MKS1,9.59157555627172,4,0.0478992051055702,12.9350580780172,0.52811148634315
CCDC65,9.59024945637815,4,0.047925491801028,1.12909905224538,0.528173255562905
NSA2,9.58620921758433,4,0.0480056647674915,0.187053994566924,0.528828580603061
KIF2C,9.58391546132097,4,0.0480512382682479,2.89484127853602,0.529102358421608
COMMD4,9.58153282400542,4,0.0480986215177288,1.04926910187689,0.529395819161726
ZNF217,9.57246639737092,4,0.0482793334395477,1.14849930276189,0.531155872201142
BEX2,9.57104128742902,4,0.0483077977041019,0.401455091008626,0.531240144002688
IRF2BP2,9.56955597469062,4,0.0483374815020683,0.211746852581145,0.531337748667806
PSME1,9.5652103886238,4,0.0484244277251896,0.169930819303795,0.532064441464164
CBX2,9.53691129510014,4,0.0489943029025334,0.89208370586953,0.538094419189759
IL23A,9.53462551128573,4,0.0490406118671619,0.838936049446753,0.538371463468607
SUMO2P17,9.53320848331758,4,0.0490693412324437,0.383406971260296,0.538455362428212
SLC16A6,9.5274876929248,4,0.0491854903998048,4.48300760541676,0.53947609673591
FCMR,9.52654700009876,4,0.0492046144232596,1.33389294795082,0.53947609673591
DDIT3,9.52139646155122,4,0.0493094495038873,0.615467746925763,0.540393473425649
AL049873.1,9.51389227426087,4,0.0494625734382391,0.0821374502044897,0.541839044506837
AC138649.1,9.51065415018456,4,0.0495287880678914,1.27483827134647,0.54203869752082
STX5,9.50989154155058,4,0.0495443945563582,2.30398582739194,0.54203869752082
TMBIM4,9.50988732257654,4,0.0495444809090893,1.78929755656941,0.54203869752082
TOB2,9.49966854104666,4,0.0497540586078795,0.398123807071198,0.544098452484884
TMEM30A,9.49569744039243,4,0.0498357305641048,3.18757877140519,0.544758296213363
NUTF2,9.49234181124828,4,0.049904844233889,0.337683178278834,0.545104853992466
ITGAM,9.49208539761007,4,0.0499101291809041,0.837220802439548,0.545104853992466
LINC01943,9.48930716767169,4,0.0499674256393873,4.10751653917838,0.545497312399211
MRPS18C,9.48606608551656,4,0.0500343471034514,1.00988172223987,0.54599446721651
RPS27P21,9.48326240293055,4,0.050092306274174,0.176097915758442,0.546393439005141
OGFRL1,9.46543497999662,4,0.050462347484971,1.7768692847783,0.550194723752662
ZNF48,9.46069974991075,4,0.050561074070247,1.128009862202,0.550704408558167
PACSIN1,9.46036701356267,4,0.0505680183491549,0.87225569616246,0.550704408558167
ERCC1,9.46009028995063,4,0.0505737943242178,0.738950120270802,0.550704408558167
AL590867.2,9.45032515036049,4,0.050778023374864,0.268965051557761,0.552692594576792
PET100,9.44733721423574,4,0.0508406705956604,0.736530716631595,0.553138697767443
PUM2,9.43651345763378,4,0.0510682279404013,0.246392030999405,0.555377853687457
TMCO1,9.43516885844394,4,0.0510965644664633,1.01324537853439,0.555393231832448
TXNP1,9.43438254077894,4,0.0511131425418544,1.30070183163569,0.555393231832448
AL928654.4,9.42748862730343,4,0.05125870825677,1.33896641813549,0.556738032895203
CLPTM1L,9.42620554932229,4,0.0512858442480796,2.30291820980038,0.556795932344691
LARP6,9.42183230221654,4,0.0513784377515959,10.4432478254219,0.557564134291118
SCN9A,9.4138161182368,4,0.0515485767566648,0.696761356314728,0.559172857893558
RPL10A,9.41265061913698,4,0.0515733585725359,0.124019760557105,0.559204123630447
TXNP6,9.40146462980408,4,0.0518117836490223,0.522228475334411,0.56155088942181
BMS1P1,9.39416083377563,4,0.0519680287699589,1.15483734599749,0.563005351990199
DHX35,9.37333514743154,4,0.0524160120523113,3.32514787540199,0.567617840439257
CIT,9.36610859425668,4,0.0525723227831174,4.25882668121009,0.569069208252184
CHMP3,9.36322449495441,4,0.0526348301284317,1.45948897002509,0.569504401410807
TCF20,9.34810575095241,4,0.0529636621584607,0.312742445209338,0.572743278346651
CD200,9.34740120918555,4,0.0529790336187503,0.537398950824853,0.572743278346651
AC016957.2,9.34501762306165,4,0.053031069485349,3.17934792134976,0.573063207494027
PIEZO1,9.34060918345128,4,0.0531274382910357,1.19959023533676,0.573753328025624
EDEM1,9.3400409722035,4,0.0531398715794243,0.298200465979675,0.573753328025624
SERPINF1,9.33570563718208,4,0.0532348264560939,1.96896732175888,0.574535627031428
AC006511.6,9.32848839926595,4,0.0533932615153832,9.59211222845333,0.576002083986189
RPL10L,9.32699119559193,4,0.0534261848912415,0.665450135072705,0.57611386452612
ZNRD1,9.32199674188546,4,0.0535361526057104,1.10603730484995,0.577055996955178
AC093663.1,9.32055937980947,4,0.0535678403880665,0.850979286058103,0.577153925868894
TCOF1,9.31384849407194,4,0.0537160240908245,0.242502903278081,0.578506400320205
RPL38,9.31142742625387,4,0.0537695798351098,0.359246595570847,0.578839047676867
RPS11P7,9.30210939825508,4,0.0539761768622966,0.310211438566395,0.580681783736342
WDR53,9.3016565433389,4,0.0539862367178412,0.804822499478189,0.580681783736342
CD53,9.29209723412993,4,0.0541990078321336,0.34933523479098,0.582424056215484
HCFC1,9.29145949978753,4,0.0542132309438305,0.428649476724516,0.582424056215484
NEDD8,9.2913065295145,4,0.0542166431025731,0.713394890344227,0.582424056215484
TBC1D3F,9.28992394468223,4,0.054247492366831,0.795789245652597,0.582510394275454
ADAM8,9.28773921861671,4,0.0542962737320106,0.451914130673883,0.582789133983561
ANAPC13,9.28098840913474,4,0.0544472727565676,1.14284533535228,0.584069800474645
BIRC3,9.28036061851053,4,0.0544613352234239,0.949312053743194,0.584069800474645
FOXM1,9.27528143308779,4,0.0545752360551511,0.81280467130818,0.585045614050497
ARHGEF26,9.27163347437785,4,0.0546571817119681,0.87520412351776,0.585678193459969
DHFRP1,9.2517479042457,4,0.0551059464918287,4.90720226366075,0.590239238116126
C11orf58,9.24874615392874,4,0.055173992445834,0.512147840552025,0.590720292286948
RPL18AP3,9.2386967939153,4,0.0554023823538802,0.318159362009818,0.592916946104916
SH3BP5,9.22994275314244,4,0.0556020678947335,0.497824763422342,0.594804693628832
DCAF5,9.218839219417,4,0.0558563338363144,0.212772486251271,0.59706090188074
ZFP36L1,9.21869074543767,4,0.0558597413194865,0.415566626931398,0.59706090188074
ARHGAP27P1-BPTFP1-KPNA2P3,9.21149895468586,4,0.0560250305553613,0.63429789842236,0.598371371294877
STK10,9.2113172463204,4,0.0560292127967907,0.3184195750184,0.598371371294877
BRD7P5,9.20653645822594,4,0.05613935544816,0.868644919010244,0.599297007261189
TRMT112P6,9.19673142312339,4,0.0563658954694785,0.311951704979147,0.60146391174807
CGRRF1,9.19184945306808,4,0.0564790152615673,1.03917559020366,0.602419237553935
DDAH2,9.18992602669333,4,0.0565236422039359,0.36438016338678,0.602598304670089
SAE1,9.18909209762628,4,0.0565430012919339,1.36055012075975,0.602598304670089
SESN3,9.18477242464887,4,0.0566433806575795,3.10967123527098,0.603416239086897
SNRNP27,9.17812529216707,4,0.0567981765342362,0.365830309299395,0.604309358174584
SH3BP2,9.17781675979068,4,0.0568053712948684,0.828428165405241,0.604309358174584
SBNO1,9.17780123168533,4,0.0568057334224391,0.21021327642741,0.604309358174584
NDUFS3,9.17710885283907,4,0.0568218824741404,0.719106620314136,0.604309358174584
PRC1,9.17577459361014,4,0.0568530150845953,1.34748178896218,0.604388734465088
PARP2,9.17260003140555,4,0.05692715328089,0.718283372637716,0.60492503496776
NDUFC1,9.17072247996615,4,0.0569710446301332,1.06570653761054,0.60513961091117
METTL25,9.16510593915169,4,0.0571025344931871,2.10258305629249,0.606284082446376
EMC1,9.15797554233427,4,0.0572698819282977,1.44786512886148,0.607808160864124
MED17,9.15543050235712,4,0.0573297259766615,1.46684863260727,0.608044847471855
CACNB1,9.15500199199814,4,0.0573398078211171,22.3390836207929,0.608044847471855
IFI27L2,9.15314275871821,4,0.0573835707806453,0.46590433101132,0.608256322077118
AL390119.1,9.14943151432556,4,0.0574710218305009,0.963350154609087,0.608930515536033
AL139095.2,9.14762870807068,4,0.0575135485930794,0.279384925884805,0.609128354759139
SBF1,9.13637084850523,4,0.0577797910643483,0.279601996280017,0.61169442986241
EPDR1,9.12589580315654,4,0.0580285739351509,0.692717401816238,0.614073616010808
UBE2Q2P2,9.12473286992553,4,0.05805625646617,1.02938023878596,0.614112058352796
APBB1,9.12232420912474,4,0.0581136323585253,0.373768085450972,0.614388025424072
CRY2,9.1216179232118,4,0.058130466787725,12.4016207503409,0.614388025424072
ACAT2,9.1182402884785,4,0.0582110374139114,1.34488215620344,0.614985039455618
ZNF836,9.11690065155373,4,0.058243022754515,0.9537237634314,0.61506848057756
RPL17P36,9.11364239422994,4,0.0583208871585374,0.290373498275297,0.61563615278762
GTPBP2,9.10977415316643,4,0.0584134573308625,0.569733426885293,0.616358526009741
PRKAR2A,9.10690813756237,4,0.0584821336039847,1.66051141178358,0.616828286483994
KIF14,9.10267027246091,4,0.0585838233640394,0.693553634731493,0.617460226116388
ATP5PBP6,9.10239600558129,4,0.0585904103340517,0.994620250091929,0.617460226116388
ZGRF1,9.10073311504757,4,0.0586303624787671,1.7987942006383,0.6176263638182
AP1B1,9.0976385364885,4,0.0587047809908537,0.396904620742063,0.617716378962646
MCTP1,9.09703955849616,4,0.0587191956103216,2.15687585675347,0.617716378962646
RPL41P2,9.09666804929727,4,0.0587281378043933,0.362237586152642,0.617716378962646
RASGRF2,9.09635510475861,4,0.0587356713577953,2.16410342349281,0.617716378962646
DUSP16,9.0916390094449,4,0.0588493139359839,3.21236171642341,0.618656744073837
ETFA,9.0871826566306,4,0.0589568898080483,0.935221705223433,0.619532584875931
KDM4A,9.08592305255923,4,0.0589873304175146,1.83472533669396,0.619597483427081
SELENOF,9.08340379795932,4,0.0590482576328282,0.194843206800992,0.619848443163935
OR2A9P,9.08292799855873,4,0.0590597713811574,1.07634176930536,0.619848443163935
AKAP10,9.07573913608953,4,0.0592339930032078,0.299521657097059,0.621421533006126
CABIN1,9.07253669051783,4,0.0593117614017207,0.53282832238233,0.621981859298948
MON2,9.06749532022655,4,0.0594343832260654,0.744407492318314,0.623011894777332
GLRX,9.06499132200064,4,0.0594953778683891,0.503070530536761,0.623375134659951
DENND5A,9.06406894718099,4,0.0595178609085945,2.60320939835143,0.623375134659951
AC141586.1,9.06016173434087,4,0.0596131895401545,0.921124469033372,0.623971761554759
PSMA7,9.05973143875881,4,0.0596236968158845,0.154697523632125,0.623971761554759
FABP5P7,9.05119532914648,4,0.0598325023310158,1.63789861479148,0.625898332497347
FAM214B,9.05020332212087,4,0.0598568133134334,0.954030514421905,0.625898332497347
SNN,9.04759258037542,4,0.0599208393187196,0.694665404272163,0.626198102823593
METAP2,9.04703476593644,4,0.0599345276405272,0.804335900647359,0.626198102823593
MCC,9.04516229220945,4,0.0599804984051163,1.34486817675475,0.626422096840346
DOCK8-AS1,9.03957304215536,4,0.0601179186120731,1.15684683831289,0.627600593523829
FRG1CP,9.03794938631046,4,0.0601578947513625,1.04323657662386,0.627761276042518
THOC2,9.03441402521559,4,0.0602450265838481,0.181850439940304,0.628413706625229
CCDC43,9.02020434275713,4,0.060596447757637,0.540754182869865,0.63182127133167
HNRNPDP1,9.01431824866295,4,0.0607425875680131,0.41345296715016,0.633086519816006
HMCES,9.01114534847886,4,0.0608215032016411,0.494823546422448,0.633482303024543
NCAPD2,9.00999771005648,4,0.0608500709941853,0.455912471764805,0.633482303024543
XCL2,9.00980027954325,4,0.0608549868540906,0.731520654380959,0.633482303024543
GPSM2,9.00693719676135,4,0.0609263177489409,0.658050878842285,0.63383067983277
TNFSF12,9.00570469600362,4,0.0609570487623484,0.444277562962425,0.63383067983277
MCUB,9.00546931050973,4,0.0609629195092729,0.904594784456021,0.63383067983277
PRTFDC1,9.00312331493132,4,0.0610214603410799,1.25948100560952,0.634181111033568
ZDHHC17,8.9891734576635,4,0.0613706634251185,0.404257182677561,0.637550809829293
LGALS1,8.98697694372249,4,0.0614258209730294,2.36863442723764,0.637864310104232
EMB,8.9857410849295,4,0.0614568758321439,0.0784378654230137,0.637927367631624
SKP2,8.98419570755191,4,0.0614957293209309,2.14972462142336,0.638071291430301
PHACTR4,8.97813032764461,4,0.0616484493221254,1.25533718637625,0.639396081819851
TBC1D31,8.97621607623238,4,0.0616967229797638,1.16901243429906,0.639636955456057
HLA-DQB1,8.96834304134689,4,0.0618956434080118,0.935003079886034,0.641275743960744
TOP3B,8.96797248479416,4,0.061905020907117,0.36974248926811,0.641275743960744
BDH2,8.95871720611401,4,0.0621396782916311,0.514243086488642,0.643445533323926
PDE9A,8.95665361150912,4,0.062192113565101,0.394693161323232,0.643727450297874
RORA-AS1,8.95464847741587,4,0.062243103644459,2.03340911107331,0.643994186207966
EPHA4,8.95008521703028,4,0.0623592943586178,2.03373880919935,0.644797815099387
SFMBT2,8.94961500248556,4,0.0623712787662223,2.35637384780873,0.644797815099387
AL450405.1,8.94662270706776,4,0.0624475949985812,0.180403168875733,0.645325511245962
PAWR,8.94285879544802,4,0.0625437166987661,0.440929530664434,0.646057364847489
WHAMMP3,8.93771618575147,4,0.0626752744259034,1.09073024005355,0.647154521821853
AKIRIN1,8.93124067869556,4,0.0628413041163789,0.226497784984339,0.64860658876788
MFSD9,8.92234527125169,4,0.0630700604089636,0.500727479975105,0.650599125457461
AL357055.1,8.92175329977235,4,0.0630853117146142,0.549039964667017,0.650599125457461
KPNB1,8.91533169182521,4,0.0632509805765009,0.501564434496663,0.652044323383509
GATAD2B,8.91351879984245,4,0.0632978254904892,0.248891778361957,0.652263911985328
TTC16,8.90903901553623,4,0.0634137239253417,0.797196704535905,0.653066418632046
CCNC,8.90853199145994,4,0.0634268540515949,2.10635796600454,0.653066418632046
NOTCH1,8.90279249351457,4,0.0635756668318685,0.358924774508915,0.654334805542831
STX3,8.894995444256,4,0.0637783586401925,1.08865502778556,0.656026614610907
PPP1R14BP2,8.89449355125331,4,0.0637914268290144,2.10968883333488,0.656026614610907
C20orf96,8.88858724113153,4,0.0639454052576272,1.31828608694647,0.657345379731686
AC073063.1,8.88607215512623,4,0.0640110810064813,1.60749131163408,0.657680114728043
AC099850.1,8.88536800552157,4,0.0640294797420762,2.98709492138705,0.657680114728043
KIF5B,8.88418910012245,4,0.0640602946182826,0.202389588704216,0.657732055921932
AC110285.6,8.88016942295822,4,0.0641654690168265,0.887338893937155,0.658547126746248
RIOX2,8.87335457655807,4,0.0643441533167257,0.553623127603594,0.660082634247971
MARK3,8.87206236914289,4,0.0643780880382276,0.214727790255061,0.660082634247971
DDX3Y,8.86986111004424,4,0.0644359345299003,1.60599911992331,0.660082634247971
BRWD3,8.86963425158064,4,0.0644418989060381,1.79784503921585,0.660082634247971
LMTK2,8.86954172873025,4,0.0644443315911569,0.524428106249607,0.660082634247971
EPB41L4A-AS1,8.86189659050535,4,0.0646456451429103,3.35428736953135,0.661637585555012
CACFD1,8.8615648841148,4,0.0646543932082423,0.958269879605774,0.661637585555012
TRAF1,8.86082630979858,4,0.0646738756038892,0.391808176881467,0.661637585555012
EARS2,8.85874160236075,4,0.0647288968758072,0.687852975884805,0.661935275019518
STAG3,8.85747240088532,4,0.0647624164125283,0.723181382799944,0.662012931582831
BANF1,8.85253364211078,4,0.0648930055707551,1.02694887595726,0.663082391856435
RNU6-10P,8.8494471051009,4,0.0649747456868556,6.71172044360875,0.663652052445543
GINS1,8.84504293094753,4,0.0650915496960557,2.31079312355821,0.664579256892756
AC107956.1,8.84331310387843,4,0.0651374812697704,0.320818826608646,0.664782407763224
HPS4,8.83967779104881,4,0.0652341088749038,0.860142475706329,0.665093101244991
FOXRED1,8.83930912893243,4,0.0652439156063734,0.513294421679771,0.665093101244991
INO80D,8.83922840962008,4,0.0652460629966204,4.80770077983407,0.665093101244991
TRIM32,8.83655668468171,4,0.0653171772255032,13.1693939362079,0.665183389662511
CLPP,8.83615917483871,4,0.0653277641654799,0.243992963354362,0.665183389662511
RPS3P6,8.83595998038412,4,0.0653330699539291,0.487379511994949,0.665183389662511
RAB5B,8.82605481875066,4,0.0655974223038172,0.316109710120031,0.667608680162603
IL15RA,8.82485277005762,4,0.0656295719484483,1.61298862271611,0.667669768806226
RPL10P8,8.82053583891784,4,0.06574515460756,0.383350043131754,0.668579260415789
RN7SL449P,8.81670415822157,4,0.0658479067730213,0.740377131531474,0.669357603283877
PCTP,8.81066251322259,4,0.0660102318904334,1.30517807736626,0.670740657111905
KLHL23,8.80733681661224,4,0.0660997476053409,1.87655390542209,0.671383076810811
PHTF2,8.80548638076684,4,0.0661496044797297,0.424771942455175,0.671622326198767
COMMD6,8.80435146342682,4,0.0661802005573372,0.169027127495859,0.671665906689827
BTG1,8.80178864594125,4,0.0662493405751374,0.840893317552516,0.672100481361197
SH3GL1P1,8.79470627853504,4,0.0664407659896781,1.20528703141106,0.673513057171464
UBE2I,8.7946853972238,4,0.0664413311539032,0.152889637231608,0.673513057171464
KIAA1109,8.78251532742115,4,0.06677149752699,0.576032311202121,0.676591344980829
PCGF3,8.77994970379516,4,0.0668412995540923,0.295271571701657,0.677029981798393
RNU7-45P,8.77351986089193,4,0.0670165381258994,3.61526033679442,0.678535805331023
CTSA,8.76647351439942,4,0.0672090790143137,0.320330551124807,0.680215549992271
AC243960.1,8.76487595853567,4,0.0672528049725797,1.50189119324212,0.680388421146918
RPL17P50,8.76322752340527,4,0.0672979517914452,0.337645933377159,0.680575524354278
AC010175.1,8.76072238169064,4,0.0673666168261566,4.69919358225292,0.680799638814884
XIAP,8.76025514352577,4,0.0673794310023567,0.21087253179537,0.680799638814884
WDR19,8.75906264690611,4,0.0674121461287801,1.67039359445141,0.680799638814884
AC091133.6,8.75853017787886,4,0.0674267588236868,0.533372195772326,0.680799638814884
CCDC93,8.75435386470991,4,0.0675414747087397,0.427108578966036,0.681688362327142
ST7,8.74802062666065,4,0.0677157904995097,2.07099016427626,0.683177680918601
GPRASP2,8.74505022110954,4,0.0677976946296694,1.2971932946274,0.683523579763637
ACTG1P12,8.74483575534351,4,0.0678036118089403,0.665867292920231,0.683523579763637
ARFGEF2,8.73624691840679,4,0.0680409832369799,0.32343280788423,0.685645819635471
CD2,8.73466896952932,4,0.0680846788694374,0.209068535946471,0.685815493069461
CCAR1,8.73336280470361,4,0.068120868531056,0.641070664269489,0.685909455023863
BX293535.1,8.72909998589667,4,0.0682391045005615,14.4067757524653,0.686829142066156
CAPG,8.72474894468563,4,0.0683599879653028,1.39800483200096,0.687372423658414
LGALS3BP,8.72434446650672,4,0.0683712357432061,0.435875086591864,0.687372423658414
TAF3,8.72425089257214,4,0.0683738381081798,1.22035949044301,0.687372423658414
STAM,8.72195424092913,4,0.0684377392284371,0.462788258361553,0.687744065800134
ANTXRLP1,8.71948977330198,4,0.0685063725252625,1.87506342492293,0.688162951389684
RARA,8.71625267521505,4,0.0685966219951659,1.44733283887942,0.688798561795738
EEF1A1P14,8.71525895059332,4,0.0686243493722223,0.339834668319578,0.688806116831641
RPL24P7,8.7142648033511,4,0.0686520991654219,0.326609506825124,0.688813890840491
MEST,8.71069434881191,4,0.0687518495132846,1.22159103020491,0.689409323955623
PI4KA,8.71020821928033,4,0.0687654414769913,0.689000752004128,0.689409323955623
TPM3P1,8.70458641274772,4,0.0689228096998467,7.65078821247878,0.690509827759725
AFAP1L1,8.70435498910713,4,0.0689292951227546,1.34334208227706,0.690509827759725
AC005838.2,8.70103777133215,4,0.0690223204794014,0.429301373519865,0.691170569977064
TNFAIP8L2,8.69921638826408,4,0.0690734484219699,0.461196791127312,0.691411409429636
NEO1,8.69793511850946,4,0.0691094363639799,1.09728473263475,0.691500571141939
AC105339.6,8.69680971706645,4,0.0691410609698836,1.39360066710804,0.69154602109909
GPR107,8.68955141530897,4,0.0693453540622728,1.0354709533388,0.693317782294494
AL590609.2,8.68843194363446,4,0.0693769136944207,1.08684802420508,0.69336183608103
NAGPA,8.68343378709468,4,0.0695179854383258,0.909714399786699,0.694499905386404
VPS72,8.67495723226285,4,0.0697578552932523,0.611648882080067,0.696623713301993
BX571818.1,8.66956300039877,4,0.0699109092735475,8.1447967656996,0.697639830827632
SELENOP,8.66944544896154,4,0.0699142481726223,2.55966260356125,0.697639830827632
IL6R,8.66796272911949,4,0.069956375908235,0.541108818845564,0.697787522975305
PIGB,8.66037303980637,4,0.0701723943628919,1.22379899696326,0.699668914508569
SUPT16H,8.65923143677814,4,0.0702049413607244,0.713208138160387,0.699720209854058
PORCN,8.6573081889709,4,0.0702598052988164,1.09881259629765,0.699993807376229
KDM3A,8.64970979090199,4,0.0704769598013073,0.355785319138008,0.701883451063332
ENSG00000288558.2,8.64713243851877,4,0.0705507620968367,2.05288975447246,0.702344526371433
LUC7L,8.64531408105464,4,0.0706028746319014,0.817727721726106,0.702589401296026
HNRNPA3P5,8.63395601040479,4,0.070929212425047,0.313955695332098,0.705561916351218
AC113935.1,8.6323429820566,4,0.0709756732249416,0.23805759590791,0.705749149454394
LINC01578,8.63033292604512,4,0.0710336101013346,0.457300714238049,0.706050305152814
RPL35AP21,8.6281582157337,4,0.071096343294634,0.229208408410786,0.706398881723144
RNU4ATAC,8.61685313499967,4,0.0714233029434177,0.47129243430248,0.70937146661228
CTTN,8.61416212344453,4,0.0715013403358139,1.21555937041411,0.709538806017131
PDZD11,8.61311449631309,4,0.0715317425760643,0.526324666842059,0.709538806017131
CRTAP,8.6125555826508,4,0.0715479673068347,0.462242035667834,0.709538806017131
MSL2,8.61244081901688,4,0.0715512992165307,0.261517646135271,0.709538806017131
NAXD,8.60446308899077,4,0.0717832751694018,0.448013026340411,0.711562861587994
TPTEP2,8.60199333564317,4,0.0718552346102279,0.944591822910888,0.71199977329149
ACOX1,8.59786957667332,4,0.0719755377396677,0.457426519031568,0.712357978609398
LINC00685,8.59749814342342,4,0.071986382973754,0.850752133690734,0.712357978609398
AHSA2P,8.59738640735807,4,0.0719896457837343,0.401565434280288,0.712357978609398
BRD3,8.59693002540799,4,0.0720029740666088,0.24023985019923,0.712357978609398
APBB1IP,8.5954030228744,4,0.0720475859695313,0.203848667201713,0.712523279524393
ICAM3,8.58302127044729,4,0.0724102897692328,4.54882006049569,0.715833042685776
MATK,8.57991611163644,4,0.0725015209343806,0.27050924476362,0.716457560781504
ALDH1A2,8.57871849018786,4,0.0725367367074446,1.89369753865585,0.716528267630406
PRELID1,8.57498927761887,4,0.072646496944434,0.265375544531366,0.717334995930442
CYB5R3,8.56975811359521,4,0.0728007281349276,0.745790806316909,0.718580051382054
LSM14B,8.56594992228768,4,0.0729132002852561,0.435699295955694,0.719387289066707
AC025159.1,8.56508201963609,4,0.0729388561344705,15.639023465356,0.719387289066707
AC107075.1,8.56189735968487,4,0.0730330701945369,0.188646456379325,0.720038396686293
RPL32P34,8.55851983140876,4,0.0731331157267618,1.31286046500008,0.720746472436458
CWC15,8.55560850540036,4,0.0732194558736506,1.03906838049021,0.721318983693545
IMPDH2,8.55216846066825,4,0.0733216002421156,0.338203775957954,0.722046688076523
GAL3ST4,8.54751344003739,4,0.0734600350600176,2.6718487031079,0.722989774912357
AC008895.1,8.54704447759849,4,0.0734739951399086,0.56979580883601,0.722989774912357
DHX30,8.54401156025816,4,0.0735643396309511,0.278433536812187,0.723599927764382
AL359073.1,8.54103122617111,4,0.0736532200521044,2.03838011660735,0.724195215260102
CPNE2,8.53685842680054,4,0.0737778330810482,0.44518741041485,0.725141250086438
ALDH3A2,8.53376018988879,4,0.0738704851352351,0.655404158083648,0.725772542488737
CKAP2L,8.53193856568021,4,0.0739250117060319,1.29081948896878,0.726028913043664
SLC46A3,8.52711163086263,4,0.0740696800494978,8.8237217151105,0.726717223646712
TMEM44-AS1,8.52701010549565,4,0.0740727257430147,0.694988254813383,0.726717223646712
CENPO,8.52636135610271,4,0.0740921905880114,0.915410038902395,0.726717223646712
SCARB2,8.52580200921004,4,0.0741089769125277,0.472852725071253,0.726717223646712
SIRPG,8.52485536432617,4,0.0741373944624901,0.571749151727555,0.726717223646712
B4GALT6,8.51517705997706,4,0.0744285210812347,0.897327036690778,0.729138007881639
SV2A,8.51474760819536,4,0.0744414641295255,0.737461300010578,0.729138007881639
SEPTIN7P9,8.51199318901861,4,0.0745245288668391,3.70349808539142,0.729671719560866
GFI1,8.50161658634276,4,0.0748382420112175,0.541549045033942,0.732462441455132
C1orf56,8.49487242894122,4,0.0750428048254537,0.169143656700662,0.734183149891938
AL161457.2,8.48799587279164,4,0.0752519272781286,0.656663186008142,0.735440237070998
EXOC7,8.487845613444,4,0.0752565029434636,0.26842844550206,0.735440237070998
RPL31P7,8.48780634359301,4,0.0752576988238307,2.67618547544314,0.735440237070998
RBMS2,8.48451645867161,4,0.075357949080759,0.645251287278683,0.736138190427384
PRMT1P1,8.48223316000253,4,0.0754276004993464,2.14902106874302,0.736536817877939
AC146944.1,8.47273911311981,4,0.0757178663598705,1.16688608780864,0.739043203029013
NOVA1,8.47194606488635,4,0.0757421602634395,4.66548069866561,0.739043203029013
MYL12B,8.46763451138834,4,0.0758743673994048,0.5710689451565,0.740050409298625
EEF1A1P11,8.45941267062463,4,0.0761270815983944,0.198016724565554,0.742231778776251
SPON2,8.45367340753983,4,0.0763039597107639,0.952681787659598,0.743672370692502
THAP1,8.45070569595602,4,0.0763955735974885,2.52844327312891,0.744281179630625
HEATR5B,8.44755719384929,4,0.0764928820364073,0.415787972293167,0.744549713122363
RPL12P6,8.44715892640844,4,0.0765051993279069,0.46227698480757,0.744549713122363
HNRNPA1P2,8.44698397037005,4,0.0765106108178218,0.403380116741559,0.744549713122363
USF2,8.44344020417517,4,0.0766202993326311,1.36532218728232,0.745333083222376
CCND2,8.43847185363021,4,0.076774332279028,0.798924017937182,0.746547058166405
RPS6KA3,8.4362746363338,4,0.0768425454077492,0.375433622704685,0.746651128936858
EIF2A,8.43624340373435,4,0.0768435154433548,0.2628600498886,0.746651128936858
SEC13,8.43012229991159,4,0.0770338505815967,0.480837366970247,0.748159058176437
ATP6V1F,8.42936895289268,4,0.0770573065597818,0.471328626164431,0.748159058176437
RPL8,8.42534555088237,4,0.0771826921142688,0.388879207566632,0.749091616548025
TMEM200A,8.42384230731079,4,0.0772295886776357,0.776442509220649,0.749261985897959
TBCD,8.42262369870563,4,0.07726762524007,1.50605155111842,0.749346300989437
RBM42,8.40188737501343,4,0.0779175860469619,0.728622498258386,0.755362778932867
PRELID3B,8.40067414523077,4,0.0779557728794481,0.34660787699366,0.755446170958902
