,waldStat,df,pvalue,meanLogFC,FDR
UBE2L4,8.39438871869127,4,0.0781538916909665,0.518274673721775,0.757013455453448
MTATP6P2,8.39366304129151,4,0.0781767958500389,1.37887947807261,0.757013455453448
HIST1H2BC,8.38935177927849,4,0.0783130004487548,1.98134266925927,0.758044907679664
PON2,8.38406371593907,4,0.0784803705136674,0.730236730507788,0.759291890274116
ISY1,8.38340332634708,4,0.0785012958810913,0.296896178796977,0.759291890274116
GADD45GIP1,8.38065480446559,4,0.0785884431743381,0.252480273931191,0.759846988434958
PRRC1,8.37261047039673,4,0.0788440291756549,0.7282807627626,0.761831995416658
KMT2C,8.37231551393944,4,0.0788534154645086,0.245135660182282,0.761831995416658
AC006064.4,8.36591597272559,4,0.0790573252777889,0.69252208715713,0.763513162242186
PIGW,8.36416798735126,4,0.0791131080571144,1.15731161367122,0.763763029957813
ZMYND8,8.35651323611055,4,0.0793578285299272,0.208356245275663,0.765758118739953
EIF1P7,8.35582884351606,4,0.0793797431096399,1.2013745302832,0.765758118739953
HIKESHI,8.35452094060199,4,0.0794216386590156,0.473470712087198,0.76587293925905
MTRNR2L10,8.35059282793524,4,0.0795475917240993,0.666087184936759,0.766568602040601
KIF4B,8.3503987360602,4,0.0795538200668726,1.45522825840804,0.766568602040601
BARD1,8.34852253579128,4,0.0796140504036956,0.860975665896271,0.766718420917934
AC087633.2,8.34804396535739,4,0.0796294204924363,0.47243657735544,0.766718420917934
CMC1,8.34224714773391,4,0.0798158172305174,0.290807808663848,0.768063866462813
PRKCQ,8.34182794071012,4,0.0798293127704055,0.371629593030903,0.768063866462813
XRCC6P4,8.33453730321909,4,0.0800643646293281,1.41773882307335,0.769321302682283
CDC37,8.33367252219776,4,0.0800922886040359,0.225194927370767,0.769321302682283
MT-ND6,8.33354951922402,4,0.0800962611433604,0.187263065613113,0.769321302682283
KIAA0232,8.33342847103266,4,0.0801001707317565,0.929334434829663,0.769321302682283
ALDH7A1P1,8.33310416667426,4,0.0801106459303775,1.35407196085612,0.769321302682283
AC244213.1,8.32783761031161,4,0.0802809392423675,1.08747565000076,0.770666835922501
COL5A3,8.3236252316062,4,0.0804173913502552,0.893825639663701,0.77167485375217
HLA-DOA,8.32273101976165,4,0.08044638577201,1.00093073930789,0.77167485375217
HMGN2P41,8.32111518294794,4,0.080498803545618,1.13464941476715,0.771887701290783
DNASE1,8.31726973989565,4,0.0806236792380313,0.236483223336717,0.77279491341709
SUMO3,8.30769855409873,4,0.0809352837967074,0.287090489935175,0.775346367521152
ASCC1,8.30722918645506,4,0.0809505939225139,0.610308517705886,0.775346367521152
HNRNPA3P10,8.30615004901336,4,0.0809858042467034,0.700943180113314,0.775392767693878
RCC2,8.3046787501478,4,0.0810338333411631,0.186421405392125,0.775561819477736
LINC01221,8.29571628251562,4,0.0813269842428633,2.03638018766257,0.778075887089365
RPL5P23,8.29128009682458,4,0.0814724555281227,0.436665157811815,0.779175712326072
CDC42SE2,8.28784002780617,4,0.0815854308477444,0.746326577917505,0.779964049680701
HECTD4,8.28523123000517,4,0.081671204735946,0.315078304387067,0.780491846157328
TRMT61B,8.28301872803331,4,0.081744015476112,0.505902753305021,0.780624615393717
RAMAC,8.2829511806122,4,0.0817462393406226,0.602194655074404,0.780624615393717
ZMIZ1,8.28036440585007,4,0.0818314466359733,0.414926511490996,0.781146164429749
ARID3A,8.27912072674458,4,0.0818724426780441,0.341787643764798,0.781205200530854
YBX3,8.27832089505334,4,0.0818988181641315,1.29273753861432,0.781205200530854
PIK3CG,8.27628779419502,4,0.0819658983202936,0.608265636535144,0.781553104409521
BIN2,8.27414606804631,4,0.0820366184129554,0.149079607397206,0.781935442767755
UHMK1,8.27080703356243,4,0.0821469884084727,0.630666781613027,0.782274231863236
CREB3L3,8.27031827002777,4,0.082163155950593,2.04384759395872,0.782274231863236
LGALS9B,8.27029068446135,4,0.0821640685277932,1.07739245076557,0.782274231863236
MAP3K7,8.26935253844336,4,0.0821951096665848,0.354319457134,0.782278093677318
GNG7,8.2636428947259,4,0.0823842671260551,1.78071488378143,0.783786237356116
TNRC6A,8.26240339920858,4,0.0824253850580363,0.558499153144001,0.783885365905757
ACAP1,8.26013651048857,4,0.0825006348075386,0.360559535178766,0.784308901642032
GRB2,8.25785614856594,4,0.0825763970478651,0.199020338405642,0.784736992414304
RAB15,8.24136233790088,4,0.0831263368327007,0.697247616084478,0.789669274934156
SPC24,8.23832419472152,4,0.0832280103825804,1.4180322033827,0.790341110122421
DNMT1,8.23720953561855,4,0.0832653425520994,0.413778229978524,0.790401681066118
SMARCB1,8.23138452327994,4,0.0834606903792883,0.608665310471153,0.791961623498746
CAT,8.22958048916927,4,0.0835212779429972,0.294617891100707,0.792242136803282
ARHGEF18,8.22678850546428,4,0.0836151268816635,0.353727212844635,0.792780109499244
DSTNP1,8.22604645186321,4,0.0836400867433312,1.6701907108503,0.792780109499244
HAX1,8.22482865556896,4,0.0836810639735285,0.309128819409769,0.792874199838237
AL121835.1,8.22277590413356,4,0.0837501790937892,1.34305693298361,0.793234726691361
TOX4,8.21215182080947,4,0.0841087457790688,0.654514157774981,0.796335492572681
POU2AF1,8.2102788907642,4,0.084172107396736,5.75553573133011,0.796541167832282
DCAF15,8.20951931604038,4,0.0841978167644225,0.356564291390792,0.796541167832282
NF1,8.20874444656697,4,0.0842240514253833,0.262935500356521,0.796541167832282
TATDN3,8.18766284517444,4,0.0849407656688745,0.509223616024907,0.80302201086809
CCDC146,8.18422382095221,4,0.0850582253980917,0.392273699440503,0.803683891488983
FBXL3,8.18377036262341,4,0.0850737246404825,0.62777993564453,0.803683891488983
RAB3D,8.18231854417256,4,0.0851233657762949,0.803408222036532,0.803855453068672
UPP1,8.18098888911785,4,0.0851688537472419,0.488861148136395,0.803987682231358
EEF1A1P24,8.17889580944352,4,0.0852405050530664,0.47809313233983,0.804366702339264
GPI,8.17555610147533,4,0.0853549489060564,0.431259600884974,0.80514910244409
HIST1H2BD,8.17444193475664,4,0.0853931608753987,5.81936768282767,0.805212098579508
ZNF691,8.17225130256893,4,0.0854683386964223,0.857022177295521,0.805295787858342
CCNE1,8.17183129378147,4,0.0854827596081273,1.47479988052752,0.805295787858342
DENND11,8.17142688700241,4,0.0854966469897773,0.291868496687293,0.805295787858342
ADAMTS7,8.16622746911206,4,0.0856753847122974,9.51072735331308,0.806681765718479
UBE2CP1,8.16479965812261,4,0.0857245292774798,2.90903193900059,0.806846979395667
PILRB,8.16384868702452,4,0.0857572759442907,0.843861437024048,0.806857789696928
AC074117.2,8.15529044746319,4,0.0860525082288928,0.531755594778459,0.809337310359034
PAM,8.15145809927772,4,0.086185021584917,3.37394150523449,0.810192233107825
LINC02084,8.15035796810821,4,0.0862230968804787,2.16207746925279,0.810192233107825
SYPL1,8.14991034102176,4,0.0862385936787573,0.395936987859058,0.810192233107825
GNA15,8.14542863146147,4,0.0863938943087739,0.725023597898538,0.811341021185463
HNRNPA1P25,8.1445485882031,4,0.0864244205061468,0.615352714675709,0.811341021185463
SMG9,8.14084600462773,4,0.0865529636593072,0.565587221992907,0.812249146284605
LIPC,8.13932355094479,4,0.0866058710179831,2.17541213964759,0.81244706702579
NKTR,8.13695175087758,4,0.0866883548810577,1.81198595112812,0.812922196800518
RTL10,8.13299396700793,4,0.0868261587197815,0.358355370880534,0.813915551728936
CASTOR3,8.12953647521355,4,0.0869467115783478,0.995971613931367,0.814746524826829
SMAP2,8.12293328418245,4,0.0871773830349259,1.15586747510043,0.816608391708303
ANAPC11,8.12020795591066,4,0.087272755326949,1.0074556828894,0.816846631574941
HBB,8.1201659372379,4,0.0872742265285045,0.95361332431658,0.816846631574941
LINC01473,8.11946464568872,4,0.0872987843183087,1.33823196249691,0.816846631574941
UBE2M,8.11665988555604,4,0.0873970661648641,0.668138948236776,0.817407294599819
BIRC5,8.11592808010804,4,0.0874227265146703,0.994642036584772,0.817407294599819
SDK2,8.11277615860557,4,0.0875333277810006,5.48496778252845,0.818141846591454
AC092431.2,8.10867419642359,4,0.087677462893363,0.56563312484697,0.819189174892801
SEMA4B,8.10624135079475,4,0.0877630537126489,2.467420285073,0.819688945337414
FAUP2,8.09647634001579,4,0.0881073902455523,1.58531480544522,0.822604098691107
TUBB2A,8.09423348931533,4,0.0881866572223264,1.63217681963998,0.823043235443021
AC023424.2,8.0919253132969,4,0.0882683028409136,0.603053886547063,0.823504242982363
COQ3,8.09100183474528,4,0.0883009883246476,0.722626220308025,0.823508304189144
MFF,8.08672641745161,4,0.088452460050239,0.276449424769869,0.824596019598041
AL034550.2,8.08469483310225,4,0.0885245215535264,3.24668273800924,0.824596019598041
GABPB1-IT1,8.08294941680546,4,0.0885864765191412,4.13020542310652,0.824596019598041
SPCS2,8.08190551076318,4,0.0886235502603689,0.280235359158879,0.824596019598041
PHC2,8.08104407278325,4,0.0886541547185058,0.862419502229924,0.824596019598041
ZNF430,8.08020508628381,4,0.0886839710755463,1.19703680877754,0.824596019598041
ARHGAP19,8.07976966133478,4,0.0886994491537189,1.82625611838621,0.824596019598041
RPL35AP26,8.07976744828293,4,0.0886995278276895,0.864340707486155,0.824596019598041
DLEU2,8.07952199775809,4,0.0887082539978782,1.55955227196458,0.824596019598041
SLC2A6,8.07670098057962,4,0.0888086036747525,0.618857517235298,0.825228418789958
LRRC37A3,8.07178803419002,4,0.0889836222193595,1.11618472849199,0.826459311920375
ATP6V0A2,8.07029440773475,4,0.0890368952303348,0.682608665172888,0.826459311920375
CRNDE,8.07025879103079,4,0.089038165932757,0.962564834271597,0.826459311920375
JAZF1,8.06543270808934,4,0.0892105043041763,3.06875241787901,0.827758076819456
ACTR2,8.06069116960034,4,0.0893801284534435,0.37810399859105,0.829030722869117
DDOST,8.05483117119721,4,0.0895901826531783,1.02275640704606,0.830677310838383
RBM39,8.05192851588627,4,0.0896944010683134,0.311010617695531,0.831257424859435
FAM30C,8.0512756826505,4,0.0897178563897632,6.80210247142667,0.831257424859435
B3GALNT1,8.03732232550704,4,0.0902205577177974,1.15644971595725,0.835611875706912
MASTL,8.03472566517365,4,0.0903143994366109,0.833024603367877,0.836177733725112
RAP2B,8.02873005020166,4,0.0905314271856527,1.00487703889103,0.837733261069079
CCDC107,8.02827209287093,4,0.0905480243019643,0.674828303087601,0.837733261069079
RPL36A,8.02727042183366,4,0.0905843364330267,0.198169406909191,0.837765675775927
AC067904.2,8.02387101986683,4,0.0907076718888511,1.1135582762452,0.838602607415573
EEF1A1P13,8.01864053313501,4,0.090897749506335,0.140148949780439,0.840055748694993
MSANTD4,8.01712873957767,4,0.0909527581301697,1.38395713033773,0.840260014057121
DVL2,8.00677471605955,4,0.0913303429364403,1.96458721598646,0.843409013402151
IKBKGP1,8.00597202944849,4,0.0913596761727178,1.68309362036486,0.843409013402151
CCNDBP1,8.00264459942186,4,0.0914813674102227,0.447064366108225,0.844216368414157
SELENOT,8.00156291855897,4,0.0915209595143335,0.22302825986468,0.844216368414157
POT1,8.00087045279337,4,0.0915463138491796,0.61931902217027,0.844216368414157
PRMT1,7.99603180655521,4,0.0917236626408291,0.296251910544279,0.845070412358217
ANAPC16,7.99564448773186,4,0.0917378727827236,0.177337283639631,0.845070412358217
RPL3P10,7.99563530696897,4,0.0917382096360673,0.502709997645575,0.845070412358217
SPCS1,7.99171497654942,4,0.0918821573289365,0.888915763728504,0.846091196319651
MBNL1,7.98914875498338,4,0.0919764991364901,0.140628401820422,0.846501581785755
PSMB1,7.98850062456292,4,0.0920003406634322,0.319246702947439,0.846501581785755
ZCCHC14,7.9868184228787,4,0.0920622476117225,5.42206642067272,0.846501581785755
ANKRD17,7.98621960018722,4,0.092084294394345,0.482601104290331,0.846501581785755
CEP63,7.98599738927961,4,0.0920924767652566,0.36857225764373,0.846501581785755
CHD9,7.98241579192695,4,0.0922244543363626,0.742596617090968,0.847409658682627
PATJ,7.97954259488919,4,0.0923304563228258,2.69667277820193,0.847776874755315
MAN1A1,7.97953274270235,4,0.0923308199997859,0.560658768825233,0.847776874755315
IFFO2,7.97649516301051,4,0.0924430111972545,1.10339743633384,0.848501901841083
SMDT1,7.97247899910413,4,0.0925915419441657,0.184328928455757,0.849268526633894
HIST1H2BI,7.97121739042427,4,0.0926382464584348,6.95793900384646,0.849268526633894
PRSS30P,7.97121453601216,4,0.0926383521532553,3.27604547409064,0.849268526633894
PLXND1,7.97064159008054,4,0.0926595698140602,0.481137049342639,0.849268526633894
PYROXD1,7.96818328019461,4,0.0927506590440337,1.71641703419613,0.849776662761249
AC138866.2,7.96683887311085,4,0.0928005096490161,1.175947214108,0.849776662761249
INIP,7.96645234440112,4,0.0928148467766251,0.452724890602199,0.849776662761249
AC127496.7,7.96463206156126,4,0.092882392634513,3.08655888212248,0.850090285276807
SSR2,7.96055040809405,4,0.0930340194034308,0.611986212126858,0.851172943556648
SMIM26,7.95531131920636,4,0.0932289828835089,0.297036053539777,0.852651174043839
PRKAR1A,7.95252432691869,4,0.0933328517955558,0.553068305314635,0.853295513999112
BMS1P4_ENSG00000271816.1,7.95155704073321,4,0.0933689270908754,2.73835956365669,0.853319811476558
POLR3K,7.94638655167179,4,0.0935619840025659,1.01758408630088,0.854758179632474
DSTNP2,7.94546456403126,4,0.0935964486460361,2.03253986773153,0.854758179632474
MT-TD,7.94465466732067,4,0.0936267330500109,0.533187268884223,0.854758179632474
CPT1A,7.94330918490279,4,0.0936770648578318,0.675196428428589,0.854912026856589
ANO8,7.94162090882539,4,0.0937402557406353,0.379219488326871,0.855047234296313
AL158801.5,7.9411243051649,4,0.0937588508333533,0.279011191291284,0.855047234296313
CLDN1,7.93756164900299,4,0.0938923541602142,0.788867538894831,0.855841599544306
U1_ENSG00000275291.1,7.93701142585604,4,0.0939129885225434,0.794910161384279,0.855841599544306
HRH2,7.93606711249967,4,0.0939484118788483,6.04282408390859,0.855858971575594
RGS2,7.93498250415843,4,0.0939891134606252,0.778006676680147,0.855924398080266
TAOK1,7.93394426496349,4,0.0940280904381883,0.262123635650741,0.855974078195771
LRSAM1,7.92765138084662,4,0.0942646583545307,0.697306767184282,0.857821828611169
CLECL1,7.92615997585826,4,0.0943208062649389,0.666260370181503,0.858026999634918
RPL18AP16,7.92346275750989,4,0.0944224297631313,1.63966235822404,0.858593447470716
FAM133DP,7.92272291453223,4,0.0944503228488444,3.22853356764958,0.858593447470716
TCEAL4,7.92056126647087,4,0.0945318641241766,1.48196197461591,0.859028879149768
KRT10,7.91564592470645,4,0.0947175250931284,0.230021592164635,0.860409819727155
IFI16,7.90813146239514,4,0.0950020192912164,0.817043336240054,0.862396445802157
C8orf88,7.9080853524955,4,0.0950037674580563,1.10820301963955,0.862396445802157
PIP4P2,7.90621378839419,4,0.0950747495776673,1.09733657783453,0.862734090428477
FAM177A1,7.89645302783538,4,0.0954457475356058,0.610031967667147,0.865715637542625
IFI44L,7.89578659822176,4,0.0954711272888206,1.81304901693161,0.865715637542625
RAB22A,7.89156512101603,4,0.0956320412967326,0.303870282965759,0.866866941608828
RPL15P14,7.88844222068948,4,0.0957512431014181,0.636890308957126,0.867356875717944
CATSPERD,7.88836937837706,4,0.0957540251673735,0.760874387905922,0.867356875717944
MTCH2,7.88078562201137,4,0.0960440857302961,0.622719473000818,0.869429527285852
HMG20B,7.88060673121767,4,0.0960509377902248,0.323469745281124,0.869429527285852
RPS15AP38,7.87352360399484,4,0.0963226108870122,0.102297270657871,0.871579684266427
VIPR2,7.87169284623997,4,0.0963929463552519,0.778277793153058,0.871907150259071
ST6GAL1,7.87078248898635,4,0.096427939046991,0.346960418024886,0.871914810044233
TXNP4,7.86609549469757,4,0.0966082878424506,0.356100466589071,0.873209778726083
CNTROB,7.86528394638942,4,0.096639547079691,0.53480775570817,0.873209778726083
SDCBP2,7.85767068637837,4,0.0969332558103027,20.9383602484115,0.875553833433349
ARID2,7.85589202870297,4,0.0970019940900917,0.36525891249132,0.875836328855742
CCL3,7.85508675033264,4,0.0970331299914977,6.64865110024038,0.875836328855742
FAM160B1,7.85270314897291,4,0.0971253461687178,1.11994834893744,0.876358909688413
FOSL2,7.84955670603359,4,0.0972472004670569,0.623441003389669,0.877148450698092
BRI3BP,7.84473277717845,4,0.0974342974514548,0.573591978385624,0.878525701067408
SLC9A3R1,7.83985631513389,4,0.0976237739872997,0.182598935067551,0.879908058660337
AP003774.2,7.8390142430589,4,0.0976565278340864,0.869977060394101,0.879908058660337
BICRA,7.83595508765251,4,0.0977756054421547,0.514832351164237,0.880670223973693
AL079342.1,7.83335463224523,4,0.0978769348762298,0.57420592905143,0.881054801086894
SCCPDH,7.83308850371382,4,0.0978873103850996,0.55089277156147,0.881054801086894
ABHD17AP5,7.82391277179087,4,0.0982456725806965,0.301986917617244,0.88396872774774
DDX39B,7.82005355080693,4,0.0983967621570918,1.01737291969225,0.885016316196315
MXD3,7.81724905116852,4,0.0985066953143932,1.95486426379087,0.885693121427123
NPIPB12,7.81312711448826,4,0.0986684788293739,1.4650101219702,0.886780613043469
ZNF346,7.81239850540278,4,0.0986971021057191,0.424034939785226,0.886780613043469
NAXE,7.80800570940513,4,0.0988698367777708,0.499082735124297,0.888020148477094
MORN1,7.80627671308443,4,0.0989379022630703,3.09842497733388,0.888319034559599
PAAF1,7.80122573484865,4,0.0991369952355944,0.497865989852977,0.889793734038982
NUMA1,7.79960328133422,4,0.0992010264103376,3.26163506799204,0.889886164733241
RPL12P14,7.79919886962341,4,0.0992169927940293,0.287535697805572,0.889886164733241
TARDBP,7.79419370815824,4,0.0994147979854749,0.53416276559088,0.890935721849697
GTF2H5,7.79325404081471,4,0.0994519749154602,0.239239050927637,0.890935721849697
PGM3,7.79018603588537,4,0.0995734476794458,0.770147609655695,0.890935721849697
SV2C,7.78991639452624,4,0.0995841303221001,4.75059218099602,0.890935721849697
RPL9P21,7.78931633446767,4,0.0996079073242618,0.553185237153094,0.890935721849697
CDR2,7.78931393234178,4,0.0996080025176437,1.80659157154033,0.890935721849697
AMPD3,7.78876913589187,4,0.0996295943459975,0.377420112759184,0.890935721849697
DDX39A,7.78820488000858,4,0.099651962015659,0.436990181817209,0.890935721849697
MKLN1,7.78705898725178,4,0.0996974007907236,0.607473163586172,0.890935721849697
