,logFC,p.value,FDR
SPAG7,-0.00220055171788504,0.655490073523794,0.999960952824732
CIR1,0.00790796862385655,0.655522249040086,0.999960952824732
AP1M1,0.000127623989516015,0.655808305890963,0.999960952824732
ADARB1,-0.00653174631243082,0.655822885202873,0.999960952824732
PLEC,-0.00883065972417345,0.655823664890337,0.999960952824732
ZW10,0.00163749942028246,0.655833590584031,0.999960952824732
CERS5,-0.000852131723103226,0.655836023893563,0.999960952824732
TUSC3,-0.0007177457772316,0.655972205729391,0.999960952824732
WWOX,-0.00134372348201005,0.656050314746409,0.999960952824732
Z83840.1,-0.000365383821266318,0.656064967875626,0.999960952824732
KLRC4,0.00131431886255412,0.656131648417419,0.999960952824732
KDM2B-DT,-0.00226369570879849,0.656396735045944,0.999960952824732
LINC01128,-0.00361027057811162,0.656401405404525,0.999960952824732
PCAT1,-4.45654750576742e-06,0.656424802666829,0.999960952824732
ZNF747,-0.00107205968557886,0.656812348443407,0.999960952824732
BLCAP,0.00156982447079566,0.656853872547134,0.999960952824732
STRN,0.000615706276139877,0.656877943713742,0.999960952824732
NOM1,0.00243480216680496,0.656976543526162,0.999960952824732
AEBP1,-0.001334424547351,0.656978823103909,0.999960952824732
STMP1,-0.00748155844765821,0.656986108006246,0.999960952824732
LATS1,0.00169564837336404,0.65703071489285,0.999960952824732
HOMER1,0.000872018926514595,0.65704348862015,0.999960952824732
DDI2,0.00303332460027351,0.657071111986289,0.999960952824732
RPS8P4,-0.00106155548011269,0.657137944381904,0.999960952824732
LINC02482,0.000513653886403761,0.657197881924437,0.999960952824732
SNX9,0.0030291417692543,0.657399052068381,0.999960952824732
RNU6-890P,0.0014166770154887,0.657535165970933,0.999960952824732
FAM214A,-0.00167142334405364,0.657564707887298,0.999960952824732
AC138470.1,0.00165439253196673,0.657616503323638,0.999960952824732
NF1,-0.00808477465662841,0.657827298735783,0.999960952824732
AL109618.1,-0.000992329463806393,0.657851330052798,0.999960952824732
DHRS4L2,3.11263743842206e-05,0.65789390998048,0.999960952824732
B4GAT1,-0.00059889186681173,0.657941396800994,0.999960952824732
DCAF10,-0.00180227244133324,0.657943143972363,0.999960952824732
HSPD1P5,-0.000891740305706885,0.658014734996734,0.999960952824732
AC145285.3,-0.00112631766366824,0.658112104225544,0.999960952824732
AHDC1,0.000519316148623531,0.658180339732601,0.999960952824732
ZNF607,0.000642247835383759,0.658273563009818,0.999960952824732
RPA2,0.0038125773961429,0.658322695572886,0.999960952824732
TMEM94,-0.00243919407275616,0.658343911316154,0.999960952824732
ANK3,0.00712992035599632,0.658500684930899,0.999960952824732
ZNF577,0.00114616437053216,0.658533281477262,0.999960952824732
GPATCH2L,0.00348742174536564,0.65863444007791,0.999960952824732
AC022210.1,0.00374962356474748,0.658646684537134,0.999960952824732
RAB4B,-0.000312484182004896,0.658724361404038,0.999960952824732
DBF4P1,4.14972427165466e-05,0.658833455042316,0.999960952824732
LINC00909,0.00170361352059796,0.658985817721262,0.999960952824732
PIGW,-0.00192548865095661,0.659079084779937,0.999960952824732
AC097358.1,-0.000152438043356625,0.659247759249798,0.999960952824732
ALG3,0.00047293167070087,0.659291138243495,0.999960952824732
CAPG,-0.00307298909971009,0.659329542570769,0.999960952824732
GTF3C2,0.00210525960492177,0.659364890265827,0.999960952824732
ASTE1,0.000137783230623372,0.659391885958803,0.999960952824732
DEDD,-0.000154779381406262,0.659416646258069,0.999960952824732
PPP2R5D,-0.00385019827304188,0.659431164558138,0.999960952824732
L3MBTL2,1.77118588780666e-05,0.659490530552347,0.999960952824732
AL512306.3,-0.000981250768595543,0.659589426380105,0.999960952824732
LSP1,0.00693152441038504,0.65959972147802,0.999960952824732
CREB3,-0.000277517121623852,0.6596009630818,0.999960952824732
PHIP,0.000299451624130153,0.659725479275071,0.999960952824732
PPM1M,0.00326913587168651,0.659824049902698,0.999960952824732
ZNF287,-0.000308165137525407,0.659835302847509,0.999960952824732
AL096870.2,0.000632820355401012,0.659853733098021,0.999960952824732
AL035410.1,0.00013331374346323,0.659862835936242,0.999960952824732
ARL2,0.00239552384083702,0.659885843305054,0.999960952824732
TAF10,-0.00358264171827138,0.659937018670564,0.999960952824732
ASXL2,0.000478665368780562,0.659987297292168,0.999960952824732
AC025678.3,0.000374214119801522,0.659994844769055,0.999960952824732
CDCA4,-0.000786671135701124,0.660125185345244,0.999960952824732
SMIM3,0.000191884163488473,0.660203289759584,0.999960952824732
PPIP5K1,0.0012441327873122,0.660218682075215,0.999960952824732
AC132942.1,-0.00289960300148026,0.660260700358975,0.999960952824732
PRKCD,0.000247078131141847,0.660261095379698,0.999960952824732
NCSTN,-0.00554230870469016,0.660401224945496,0.999960952824732
RN7SKP203,0.00144888111647489,0.660418858228565,0.999960952824732
TTC16,0.00279345855590865,0.660505701832875,0.999960952824732
RRP1,-0.0033867805109337,0.660597518148197,0.999960952824732
RPSAP55,-0.000649282643761839,0.660643408419557,0.999960952824732
MAML1,-0.00245843568299217,0.660685733597362,0.999960952824732
MTRNR2L2,-5.05427830233884e-05,0.66077661008054,0.999960952824732
MRPL14,0.00135891680135971,0.660816537279347,0.999960952824732
PCMTD1,-0.00723585352784843,0.66082077928806,0.999960952824732
AL158201.1,0.000627356595419631,0.660963077054774,0.999960952824732
AC007608.4,-0.000752500272063533,0.661021842986113,0.999960952824732
AC108488.3,-0.0012087443344402,0.661029584786442,0.999960952824732
ZNF732,-0.00179663132206602,0.661039592205104,0.999960952824732
AL353898.3,-0.000847538956127143,0.661053912327373,0.999960952824732
ANKRD39,-0.00205200352045186,0.661141031024052,0.999960952824732
AC002044.1,-0.00167714663122708,0.661186428404591,0.999960952824732
PARP11,-0.00267977286853253,0.661268715766704,0.999960952824732
DYNLL1P7,-0.00295941975521419,0.66143769982213,0.999960952824732
MPLKIP,-0.00227861242104613,0.661531664930556,0.999960952824732
RNF168,0.00321544814853163,0.661537208107393,0.999960952824732
AC127502.2,-0.000944331949919078,0.661548014386541,0.999960952824732
GPKOW,0.00288313078655056,0.661554673191807,0.999960952824732
EIF5,0.00354196649555029,0.661810291163666,0.999960952824732
CRIPT,0.000952877456140672,0.661917188033113,0.999960952824732
WHAMMP2,0.00395854640534286,0.661927169307046,0.999960952824732
ANAPC15,0.000459477915414349,0.662090081928916,0.999960952824732
GLS,0.00753068308725208,0.662091299547198,0.999960952824732
UBE3AP2,0.00229189553300323,0.662100498918868,0.999960952824732
AC120114.3,-0.00230259444883528,0.662102829045742,0.999960952824732
NT5C3A,0.00484179461299015,0.66211459883123,0.999960952824732
NTNG2,0.00014701081652207,0.662487415447332,0.999960952824732
FZR1,0.00167458227260374,0.662709839934345,0.999960952824732
FMN1,-0.00129412266160256,0.662833592206111,0.999960952824732
EEFSEC,-0.00385098407671868,0.662907587051242,0.999960952824732
UBXN2A,-0.00230429188926001,0.662999147635036,0.999960952824732
MLF2,-0.00318546576292942,0.66301056117701,0.999960952824732
CRYL1,0.00205283728175538,0.663046532953268,0.999960952824732
LINC00630,-0.000221247233912197,0.663093135896518,0.999960952824732
AL357084.1,-0.000735629494587782,0.663199869343345,0.999960952824732
PNN,-0.00686035838925897,0.663262014523711,0.999960952824732
PRDM11,-0.00053314784336556,0.66342379801631,0.999960952824732
ATP5MC1P5,-0.000692009945941771,0.663562963023181,0.999960952824732
EIF3I,0.000686736928174515,0.663582915976712,0.999960952824732
CTDSP2,0.000174462646085391,0.663584955082679,0.999960952824732
XRN1,0.00715105629805296,0.663616743605177,0.999960952824732
UBASH3A,-0.00460074852039984,0.663642866150876,0.999960952824732
SSH1,-2.7715145059744e-05,0.663867080730352,0.999960952824732
ARHGEF7,-0.00297890950096444,0.663881520795496,0.999960952824732
FGD3,0.00335514765532297,0.664069646024532,0.999960952824732
SETD5,-0.00302151692138405,0.664141360371476,0.999960952824732
TRAF3IP1,0.000894020466689413,0.664225961755483,0.999960952824732
ARL11,1.35102371412887e-05,0.664242718051849,0.999960952824732
AP001496.2,-0.0127197966551686,0.664260186746993,0.999960952824732
PRKY,-0.000364004489072378,0.664339585755525,0.999960952824732
SRGAP2,-0.0022786249050788,0.664341716840291,0.999960952824732
CCDC18-AS1,-0.00428451026660877,0.664357578023679,0.999960952824732
KLHL36,0.00266845508789838,0.664458915213576,0.999960952824732
RAB11B,-0.00476696778509278,0.664479546128604,0.999960952824732
DHRS11,-0.00209704117145057,0.664559710529002,0.999960952824732
NUP35,0.00132820302793403,0.664644778629558,0.999960952824732
DALRD3,0.00119364013965478,0.664970541819263,0.999960952824732
RNASEL,0.00152123037186843,0.664984510799307,0.999960952824732
BRIX1,0.00297075276448089,0.665069354969127,0.999960952824732
KBTBD6,0.000626452715161481,0.66515313493158,0.999960952824732
GGH,-0.00191605127458926,0.665446731642787,0.999960952824732
RPL31P63,-0.0103772630421008,0.665471126494841,0.999960952824732
TMCC1,-0.00113683521430157,0.66559283162361,0.999960952824732
DNPH1,-0.000374780994512185,0.66566893175666,0.999960952824732
XRCC6P4,-0.00251489007078058,0.665692643251778,0.999960952824732
MAP3K12,-0.00986753766082727,0.665745395935334,0.999960952824732
LUC7L2,-9.20352705747111e-05,0.66593440038268,0.999960952824732
ZBTB7A,0.00908792111898467,0.665949958081896,0.999960952824732
ANKRD23,-0.001145838847908,0.665964364154526,0.999960952824732
HS6ST1,-0.00070806640087705,0.666087791834409,0.999960952824732
BRMS1,0.00060996357918791,0.666094087683551,0.999960952824732
NRDE2,-0.00538777293000412,0.666116824613206,0.999960952824732
HLA-DQB1,0.00506610433467592,0.666206073784924,0.999960952824732
AC091959.2,-0.00424939213573324,0.666332558699565,0.999960952824732
CYP2R1,-0.000580721705037385,0.66633754682131,0.999960952824732
ALG2,0.00280187141762596,0.666392545873206,0.999960952824732
SUPT3H,0.0034715010232748,0.666479621535387,0.999960952824732
HAUS4,0.0002463468987046,0.666561533179727,0.999960952824732
TIGD2,4.72647459406685e-05,0.666695263183472,0.999960952824732
PNMA3,0.00190910246654172,0.66677020650949,0.999960952824732
RHOG,-0.00818441389429745,0.66683910249244,0.999960952824732
TSHZ1,-0.000133559790739341,0.66713952992311,0.999960952824732
FRG1KP,0.000939813822608674,0.667245542702086,0.999960952824732
ITGA3,-0.000281594800880255,0.667291558953598,0.999960952824732
IGBP1,-0.00427559403225543,0.667335542471014,0.999960952824732
GFOD2,0.000336039240868327,0.667516538431388,0.999960952824732
DNAJB2,0.00375859072217411,0.667552032445884,0.999960952824732
GMPR2,-0.000817862039100781,0.667604145228713,0.999960952824732
C8orf82,-0.00405888292040493,0.667609530823117,0.999960952824732
BTN2A3P,0.00139082869465827,0.667698295294626,0.999960952824732
RALGPS1,0.000447832752468659,0.667727986866396,0.999960952824732
KIDINS220,-0.000726390897493039,0.667765908895913,0.999960952824732
CLASP1,0.00189935077202933,0.667832406926483,0.999960952824732
ENDOV,-0.00245021460469973,0.66784144451521,0.999960952824732
SRP14P1,0.000179332127116368,0.667972470317614,0.999960952824732
SYF2,-0.00381858073366382,0.668094561203324,0.999960952824732
RPL22P24,-0.000490795160750265,0.668184999469845,0.999960952824732
SH3GLB1,0.000364781340912304,0.66831854386387,0.999960952824732
PLCG1-AS1,0.000381491533912227,0.668917528406322,0.999960952824732
AC020911.2,1.00687954781777e-05,0.669015120724076,0.999960952824732
AP000797.2,-0.00508323226648651,0.669026438971997,0.999960952824732
RPL32P31,-0.00190792789103896,0.669110433374441,0.999960952824732
AC126389.1,-0.00075511097031231,0.669227292372473,0.999960952824732
UNC119B,-0.00121643292551115,0.669258324317437,0.999960952824732
PPTC7,0.00197316488456294,0.669565304079249,0.999960952824732
IFIT5,0.00203129768639574,0.669658472006821,0.999960952824732
AMPH,-0.00137690798030178,0.669658913081626,0.999960952824732
NAT10,0.00264097701498676,0.669846913884065,0.999960952824732
MYSM1,0.000586842517221701,0.669898745073881,0.999960952824732
HERC2P3,-0.00754417163174843,0.669908009442927,0.999960952824732
PDE8A,0.00164660982252272,0.669949924591226,0.999960952824732
AC005786.1,-0.00193415834370539,0.670000726690392,0.999960952824732
AC239800.2,0.00339746913321479,0.670001343037411,0.999960952824732
SF3B3,0.00130136909805445,0.670023411958668,0.999960952824732
RPL21P11,-0.00192781712897629,0.670456043665102,0.999960952824732
PSMC3,-0.00199031484781887,0.67059922072573,0.999960952824732
RASA4CP,0.00148811019796092,0.670948581435851,0.999960952824732
AP1S2,-0.00701003315947783,0.671113812991109,0.999960952824732
MINCR,6.45611422146855e-05,0.67130681611797,0.999960952824732
ZDHHC3,0.000236150160218018,0.671330146942957,0.999960952824732
AC106800.4,0.00201660325948734,0.671406937342298,0.999960952824732
CCDC112,-3.52219685295475e-05,0.671667663698316,0.999960952824732
AC104117.2,0.00385431109998301,0.671724116928861,0.999960952824732
SP1,0.000756983445940914,0.671975650779031,0.999960952824732
RPL36AL,0.00448061652936805,0.672044789379059,0.999960952824732
AC099513.1,-0.00182014951177583,0.672066339128285,0.999960952824732
MSTO1,-6.84820288537422e-05,0.67250967712828,0.999960952824732
CRELD2,0.00233536013142636,0.672568247405478,0.999960952824732
RPL7P24,5.20505651946684e-05,0.672576121010056,0.999960952824732
RPL26P30,-0.00320248241858526,0.672614820301619,0.999960952824732
ROMO1,-0.0141840929019334,0.672932983519367,0.999960952824732
HPS6,0.00276308277269007,0.672939022336363,0.999960952824732
SPTLC3,0.00129296416876904,0.672955668847858,0.999960952824732
DNTTIP1,0.000575509936865561,0.673285344730541,0.999960952824732
LINC01011,0.000508928347690848,0.673294278378142,0.999960952824732
ARRDC3-AS1,-0.000132622273823863,0.673358147628062,0.999960952824732
AF274858.1,0.000383672622809368,0.673375328366189,0.999960952824732
FAM83H,-0.000660978886889951,0.67338315090054,0.999960952824732
DDIT3,0.00417742411382962,0.673401227516676,0.999960952824732
AC010326.4,0.000220356174335622,0.67346829505237,0.999960952824732
CCDC144CP,0.00203196062511827,0.673489697125852,0.999960952824732
AC040977.1,0.00042899292261782,0.673666790593822,0.999960952824732
ZNF350,0.00221054523736803,0.673777782867739,0.999960952824732
RBM4,-0.0037663851226767,0.673792548128364,0.999960952824732
EXOSC8,-0.00396623796453724,0.673896762703885,0.999960952824732
YIPF1,-0.00117979330578481,0.673925639062194,0.999960952824732
HNRNPA3P10,-0.00277661909683194,0.673937473726185,0.999960952824732
AGFG1,-0.00378690506522017,0.67427155920243,0.999960952824732
AC009120.2,-0.000297408205577669,0.674348772943114,0.999960952824732
TMA16,-0.00236155056316466,0.674587105323275,0.999960952824732
XRRA1,-0.00389183152858598,0.674664530341464,0.999960952824732
AL355488.1,-0.00148033857577468,0.67472931668043,0.999960952824732
PRKCQ-AS1,-0.00637742182655552,0.674733580279771,0.999960952824732
RPL18P13,-0.000818516190401203,0.674756209040716,0.999960952824732
GMDS,0.000637939410732917,0.674777750157481,0.999960952824732
NMNAT3,-0.000922310408841633,0.67478331103292,0.999960952824732
FAM160B2,0.000398239901679391,0.674894328311083,0.999960952824732
TBL3,-0.000123675360239885,0.674939722732717,0.999960952824732
DYRK1A,-0.00472673502665748,0.674977650124708,0.999960952824732
EIF4A1P4,0.000867776790550433,0.674991980104628,0.999960952824732
RICTOR,-0.00793719355132172,0.675099428672985,0.999960952824732
CLN6,-0.000455061044068681,0.675238363987414,0.999960952824732
PSMC1P5,-0.00180369615124029,0.675270111530528,0.999960952824732
TRMT2B,-0.000315814500427531,0.675396918377926,0.999960952824732
MRPL16,-0.00352520428903028,0.675579298165573,0.999960952824732
WDR47,-0.00111183570440563,0.675591323736233,0.999960952824732
CMPK2,0.000705268046467423,0.675711299918025,0.999960952824732
CROCCP3,-0.000911850382151084,0.675898978919155,0.999960952824732
AL139089.1,-0.000578818614800793,0.675953837518417,0.999960952824732
TLX2,0.000170942153957505,0.675962825182713,0.999960952824732
PPFIA1,0.000244847906363542,0.67600255778922,0.999960952824732
AC011511.1,-0.0011179381000916,0.676052303961164,0.999960952824732
IRF2BPL,0.00241747463045866,0.676457611111804,0.999960952824732
ZDHHC6,-0.000953060187737486,0.67646368680841,0.999960952824732
NUDT14,0.00029510009741468,0.676880319587647,0.999960952824732
PIK3C2A,-0.000207420609761383,0.676886114532813,0.999960952824732
ATP8B5P,-0.000715622945114429,0.676994694320517,0.999960952824732
RPL13AP2,0.0035624028938403,0.677301406204705,0.999960952824732
TGS1,0.00232027303064725,0.677321714825705,0.999960952824732
TXNL4B,-0.00137943894827815,0.677369996881899,0.999960952824732
MAP2K2,-0.00557894190777204,0.677550217774453,0.999960952824732
RPP40,0.001322317290886,0.677551221827131,0.999960952824732
LTV1,0.00331826331408684,0.677626303595685,0.999960952824732
XKR8,-0.00117963108928388,0.677716001384417,0.999960952824732
TXN2,-0.00469469092970442,0.677727964656673,0.999960952824732
MTCH2,-0.00431397791416085,0.677755721198834,0.999960952824732
RPSAP12,-0.00211554164010776,0.677812153980769,0.999960952824732
AL161636.2,-0.00144500893513881,0.677890291790776,0.999960952824732
TMEM161A,-0.00156673228613777,0.677940659793284,0.999960952824732
BUD23,0.000593187849310568,0.678055341932452,0.999960952824732
